timestamp,value,status
2026-02-03 18:49:43.019,174.71,Excellent
2026-02-03 18:53:03.868,174.71,Excellent
2026-02-03 18:53:31.799,176.83,Excellent
2026-02-03 18:53:32.089,176.83,Excellent
2026-02-03 18:59:41.497,132.8,Excellent
2026-02-03 19:08:31.877,340.91,Excellent
2026-02-03 19:08:36.842,340.91,Excellent
2026-02-03 19:08:41.892,340.91,Excellent
2026-02-03 19:08:46.872,340.91,Excellent
2026-02-03 19:08:51.845,340.91,Excellent
2026-02-03 19:08:57.416,340.91,Excellent
2026-02-03 19:09:02.092,340.91,Excellent
2026-02-03 19:09:07.079,340.91,Excellent
2026-02-03 19:09:12.068,340.91,Excellent
2026-02-03 19:09:17.098,340.91,Excellent
2026-02-03 19:09:22.107,340.91,Excellent
2026-02-03 19:09:27.098,340.91,Excellent
2026-02-03 19:09:32.079,340.91,Excellent
2026-02-03 19:09:37.087,340.91,Excellent
2026-02-03 19:09:42.060,340.91,Excellent
2026-02-03 19:09:47.076,340.91,Excellent
2026-02-03 19:09:52.076,340.91,Excellent
2026-02-03 19:09:57.081,340.91,Excellent
2026-02-03 19:10:02.126,340.91,Excellent
2026-02-03 19:10:07.156,340.91,Excellent
2026-02-03 19:10:12.398,340.91,Excellent
2026-02-03 19:10:17.081,340.91,Excellent
2026-02-03 19:10:22.100,340.91,Excellent
2026-02-03 19:10:26.844,340.91,Excellent
2026-02-03 19:10:31.867,340.91,Excellent
2026-02-03 19:10:36.717,340.91,Excellent
2026-02-03 19:10:41.716,340.91,Excellent
2026-02-03 19:10:46.692,340.91,Excellent
2026-02-03 19:10:52.409,340.91,Excellent
2026-02-03 19:10:57.065,340.91,Excellent
2026-02-03 19:11:02.085,340.91,Excellent
2026-02-03 19:11:07.073,340.91,Excellent
2026-02-03 19:11:12.105,340.91,Excellent
2026-02-03 19:11:17.078,340.91,Excellent
2026-02-03 19:11:22.096,340.91,Excellent
2026-02-03 19:11:27.085,340.91,Excellent
2026-02-03 19:11:32.104,340.91,Excellent
2026-02-03 19:11:37.095,340.91,Excellent
2026-02-03 19:11:42.081,340.91,Excellent
