timestamp,value,status
2026-02-03 19:17:45.044,5569.63,Critical
2026-02-03 19:17:50.068,5585.18,Critical
2026-02-03 19:17:55.064,5596.47,Critical
2026-02-03 19:18:00.068,5622.27,Critical
2026-02-03 19:18:05.093,5628.19,Critical
2026-02-03 19:18:10.044,5632.91,Critical
2026-02-03 19:18:15.061,5620.25,Critical
2026-02-03 19:18:20.133,5624.25,Critical
2026-02-03 19:18:25.066,5627.56,Critical
2026-02-03 19:18:30.074,5629.35,Critical
2026-02-03 19:18:35.101,5632.3,Critical
2026-02-03 19:18:40.076,5634.87,Critical
2026-02-03 19:18:45.074,5627.75,Critical
2026-02-03 19:18:50.068,5630.29,Critical
2026-02-03 19:18:55.065,5632.58,Critical
2026-02-03 19:19:00.079,5626.63,Critical
2026-02-03 19:19:05.092,5628.88,Critical
2026-02-03 19:19:10.086,5630.92,Critical
2026-02-03 19:19:15.050,5625.79,Critical
2026-02-03 19:19:20.075,5627.8,Critical
2026-02-03 19:19:25.056,5629.63,Critical
2026-02-03 19:19:30.076,5625.15,Critical
2026-02-03 19:19:35.109,5626.97,Critical
2026-02-03 19:19:40.075,5628.63,Critical
2026-02-03 19:19:45.101,5624.64,Critical
2026-02-03 19:19:50.076,5626.28,Critical
2026-02-03 19:19:55.124,5627.84,Critical
2026-02-03 19:20:00.084,5624.22,Critical
2026-02-03 19:20:05.083,5625.73,Critical
2026-02-03 19:20:09.648,5627.03,Critical
2026-02-03 19:20:14.629,5623.74,Critical
2026-02-03 19:20:19.638,5625.14,Critical
2026-02-03 19:20:24.655,5626.47,Critical
2026-02-03 19:20:29.650,5621.69,Critical
2026-02-03 19:20:34.654,5623.04,Critical
2026-02-03 19:20:39.671,5624.32,Critical
2026-02-03 19:20:44.639,5628.18,Critical
2026-02-03 19:20:49.632,5629.25,Critical
2026-02-03 19:20:54.629,5630.27,Critical
2026-02-03 19:20:59.644,5634.25,Critical
2026-02-03 19:21:04.707,5635.1,Critical
2026-02-03 19:21:10.400,5635.09,Critical
2026-02-03 19:21:15.074,5640.78,Critical
2026-02-03 19:21:20.095,5641.49,Critical
2026-02-03 19:21:25.095,5642.17,Critical
2026-02-03 19:21:30.103,5640.67,Critical
2026-02-03 19:21:35.091,5641.34,Critical
2026-02-03 19:21:40.080,5641.98,Critical
2026-02-03 19:21:45.101,5640.57,Critical
2026-02-03 19:21:50.072,5641.2,Critical
2026-02-03 19:21:55.084,5641.82,Critical
2026-02-03 19:22:00.074,5641.44,Critical
2026-02-03 19:22:05.094,5642.03,Critical
2026-02-03 19:23:00.383,5633.57,Critical
2026-02-03 19:24:00.424,5622.32,Critical
2026-02-03 19:24:13.509,5622.32,Critical
2026-02-03 19:24:14.952,5622.32,Critical
2026-02-03 19:24:20.113,5622.32,Critical
2026-02-03 19:24:25.088,5622.32,Critical
2026-02-03 19:24:30.090,5622.32,Critical
2026-02-03 19:24:35.136,5622.32,Critical
2026-02-03 19:24:40.108,5622.32,Critical
2026-02-03 19:24:45.081,5622.32,Critical
2026-02-03 19:24:50.115,5622.32,Critical
2026-02-03 19:24:55.105,5622.32,Critical
2026-02-03 19:25:00.081,5622.32,Critical
2026-02-03 19:25:05.058,5622.32,Critical
2026-02-03 19:25:10.116,5622.32,Critical
2026-02-03 19:25:15.079,5624.36,Critical
