timestamp,value,status
2026-01-01 12:52:28.938,521.66,Good
2026-01-01 12:52:44.037,521.66,Good
2026-01-01 12:52:59.055,521.66,Good
2026-01-01 12:53:14.073,521.66,Good
2026-01-01 12:53:29.091,521.66,Good
2026-01-01 12:53:44.112,62.52,Excellent
2026-01-01 12:53:59.149,55.51,Excellent
2026-01-01 12:54:14.166,52.06,Excellent
2026-01-01 12:54:29.187,2.43,Excellent
2026-01-01 12:54:44.205,2.04,Excellent
2026-01-01 12:54:59.248,1.74,Excellent
2026-01-01 12:55:14.275,1.67,Excellent
2026-01-01 12:55:29.297,1.61,Excellent
2026-01-01 12:55:44.331,1.56,Excellent
2026-01-01 12:55:59.347,1.47,Excellent
2026-01-01 12:56:14.364,1.4,Excellent
2026-01-01 12:56:29.379,1.39,Excellent
2026-01-01 12:56:44.396,1.38,Excellent
2026-01-01 12:56:59.414,1.36,Excellent
2026-01-01 12:57:14.432,1.36,Excellent
2026-01-01 12:57:29.463,1.34,Excellent
2026-01-01 12:57:44.495,1.33,Excellent
2026-01-01 12:57:59.511,1.32,Excellent
2026-01-01 12:58:14.524,1.31,Excellent
2026-01-01 12:58:29.561,1.21,Excellent
2026-01-01 12:58:44.575,1.0,Excellent
2026-01-01 12:58:59.597,1.0,Excellent
2026-01-01 12:59:14.611,1.0,Excellent
2026-01-01 12:59:29.650,1.0,Excellent
2026-01-01 12:59:44.664,1.0,Excellent
2026-01-01 12:59:59.690,1.0,Excellent
2026-01-01 13:00:14.702,1.0,Excellent
2026-01-01 13:00:29.730,1.0,Excellent
2026-01-01 13:00:44.756,1.0,Excellent
2026-01-01 13:00:59.785,1.02,Excellent
2026-01-01 13:01:14.798,1.08,Excellent
2026-01-01 13:01:29.812,1.25,Excellent
2026-01-01 13:01:44.827,1.72,Excellent
2026-01-01 13:01:59.851,45.71,Excellent
2026-01-01 13:02:14.875,51.5,Excellent
2026-01-01 13:02:29.918,54.45,Excellent
2026-01-01 13:02:44.951,61.21,Excellent
2026-01-01 13:02:59.964,107.6,Excellent
2026-01-01 13:03:14.990,107.6,Excellent
2026-01-01 13:03:30.018,107.6,Excellent
2026-01-01 13:03:45.043,107.6,Excellent
2026-01-01 13:04:00.088,107.6,Excellent
2026-01-01 13:04:15.116,107.6,Excellent
2026-01-01 13:04:30.143,107.6,Excellent
2026-01-01 13:04:45.156,107.6,Excellent
2026-01-01 13:05:00.178,109.72,Excellent
2026-01-01 13:05:15.196,109.72,Excellent
2026-01-01 13:05:30.239,107.6,Excellent
2026-01-01 13:05:45.253,107.6,Excellent
2026-01-01 13:06:00.276,107.6,Excellent
